,Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
9561,32,Male,High School,Married,71408.0,755.0,48350.0,Home,Unemployed,10,Good,0.1933949381089723,222033.0,4.0,Port Laura,MO,Sweden,4.0,1,Medium
9562,43,Male,Master's,Married,61912.0,786.0,29725.0,Business,Employed,12,Fair,0.177663790388377,79120.0,1.0,South Brianview,PR,Italy,3.0,0,Medium
9568,35,Non-binary,Bachelor's,Single,106951.0,713.0,39741.0,Home,Self-employed,4,Poor,0.4417899353071642,164223.0,0.0,North Regina,MN,Cook Islands,3.0,1,Low
9569,69,Female,PhD,Widowed,78812.0,777.0,26670.0,Home,Self-employed,4,Excellent,0.3170467679512245,187181.0,0.0,East Michaelshire,ID,Sudan,1.0,2,Medium
9570,62,Female,PhD,Divorced,63290.0,768.0,27676.0,Personal,Employed,13,Excellent,0.4086112147548593,285195.0,0.0,West Stephanie,KY,Guinea,1.0,0,Low
9571,32,Male,Master's,Divorced,71559.0,726.0,32262.0,Auto,Employed,18,Excellent,0.4232303566362377,108532.0,0.0,Sarahmouth,TN,Western Sahara,1.0,2,Low
9575,63,Female,PhD,Divorced,103319.0,656.0,44668.0,Personal,Unemployed,7,Good,0.1275734540851607,91757.0,3.0,Tammyshire,GA,Austria,3.0,0,Medium
9576,24,Female,PhD,Married,76313.0,658.0,10857.0,Home,Unemployed,1,Good,0.3536908332996634,86722.0,4.0,Tommyville,VT,Morocco,0.0,1,Low
9577,58,Female,Bachelor's,Single,59491.0,620.0,11605.0,Personal,Employed,1,Fair,0.3886579422187726,130866.0,1.0,Johnsonland,AR,Gibraltar,1.0,0,Low
9578,32,Female,Bachelor's,Single,89253.0,793.0,9126.0,Home,Unemployed,4,Excellent,0.3503118270506973,241504.0,3.0,Thomasmouth,FL,Rwanda,2.0,0,Low
9580,54,Non-binary,PhD,Married,52734.0,696.0,21439.0,Home,Unemployed,15,Fair,0.5455475544309614,92136.0,3.0,Buchananborough,VA,Gambia,0.0,1,Medium
9583,51,Female,PhD,Widowed,50889.0,625.0,13759.0,Auto,Self-employed,4,Excellent,0.2708642962993304,214861.0,3.0,South Kellychester,MI,Equatorial Guinea,0.0,1,Low
9586,34,Female,Bachelor's,Married,112721.0,605.0,23991.0,Home,Employed,3,Excellent,0.1356757559587426,245068.0,1.0,New Matthewmouth,KY,Papua New Guinea,2.0,2,Low
9587,25,Female,Master's,Married,113878.0,612.0,15069.0,Home,Employed,15,Good,0.2445758929981502,250887.0,1.0,Martinfurt,AL,Equatorial Guinea,1.0,0,Low
9592,62,Non-binary,High School,Single,47632.0,607.0,45284.0,Home,Unemployed,10,Good,0.1530743742446287,167917.0,1.0,West Jeffreyview,IL,Saint Barthelemy,4.0,1,Low
9593,40,Male,PhD,Divorced,98748.0,658.0,28130.0,Business,Employed,1,Excellent,0.4055855680919548,77041.0,2.0,Lewishaven,PA,Bahamas,0.0,0,Low
9594,30,Non-binary,High School,Widowed,64739.0,676.0,36928.0,Auto,Self-employed,0,Excellent,0.5220553722049157,230600.0,1.0,Melodyshire,CT,Maldives,1.0,0,High
9595,61,Non-binary,Bachelor's,Single,62636.0,789.0,12747.0,Home,Self-employed,15,Fair,0.1533996046085272,201441.0,0.0,East Tara,GU,Guyana,2.0,1,Medium
9596,41,Female,Master's,Widowed,66573.0,619.0,34675.0,Auto,Unemployed,9,Good,0.1378711634601942,23978.0,2.0,Lake Katherine,NV,Guatemala,4.0,0,Medium
9598,44,Male,High School,Divorced,65111.0,794.0,24012.0,Home,Unemployed,10,Poor,0.1595253824689593,100976.0,0.0,Fowlerhaven,VA,Luxembourg,4.0,1,Low
9599,38,Non-binary,Bachelor's,Widowed,54519.0,714.0,27662.0,Business,Employed,11,Excellent,0.1823589064495288,48902.0,4.0,Haaston,KY,Sierra Leone,4.0,2,Medium
9602,36,Non-binary,PhD,Divorced,59191.0,704.0,22650.0,Personal,Employed,13,Poor,0.1455084931048977,294648.0,4.0,Port Brenda,NE,Korea,3.0,2,Low
9603,67,Male,Master's,Divorced,64588.0,770.0,24546.0,Personal,Self-employed,3,Poor,0.4508532920582785,30087.0,3.0,Desireetown,VI,Indonesia,2.0,0,Low
9604,39,Male,Master's,Single,93509.0,692.0,35136.0,Business,Employed,0,Poor,0.4430492946575437,199829.0,2.0,Jeffland,MI,Finland,2.0,0,Low
9609,61,Male,Master's,Divorced,113926.0,634.0,26216.0,Business,Unemployed,6,Poor,0.4672593281783981,207159.0,4.0,Crawfordview,SC,El Salvador,0.0,2,Low
9610,48,Male,High School,Widowed,54647.0,704.0,36843.0,Personal,Employed,2,Fair,0.1730729286970503,53244.0,2.0,Smithport,AK,Cape Verde,1.0,0,Medium
9611,31,Female,Bachelor's,Widowed,21915.0,782.0,5381.0,Personal,Employed,1,Good,0.5235486335138855,264709.0,4.0,South Daniel,MH,Philippines,4.0,2,High
9612,54,Male,PhD,Married,98919.0,700.0,39017.0,Auto,Employed,13,Good,0.4490743273866173,31570.0,3.0,Davidchester,AR,Iceland,0.0,0,Low
9613,33,Female,High School,Divorced,25580.0,779.0,29797.0,Home,Unemployed,0,Good,0.1459456216352544,172203.0,1.0,Madisonmouth,PW,San Marino,4.0,2,Low
9614,34,Male,PhD,Widowed,68285.0,613.0,23587.0,Personal,Employed,11,Excellent,0.5170190398118282,181114.0,1.0,Stuartmouth,GU,United States Virgin Islands,0.0,1,Low
9615,36,Female,High School,Single,104728.0,626.0,18473.0,Home,Self-employed,0,Good,0.1145644928957791,22516.0,1.0,Stricklandbury,MS,Madagascar,4.0,0,High
9617,53,Male,Master's,Single,22794.0,669.0,34621.0,Business,Unemployed,3,Fair,0.5227961064375053,218897.0,1.0,Lisaland,MA,Tonga,2.0,0,Low
9618,28,Female,Master's,Married,45594.0,752.0,42912.0,Personal,Employed,19,Good,0.5814499985334953,168030.0,0.0,New Davidport,FM,Saint Kitts and Nevis,0.0,2,Medium
9619,48,Male,PhD,Divorced,60244.0,710.0,5755.0,Personal,Self-employed,2,Poor,0.113770639328739,161295.0,0.0,New Edward,ME,Puerto Rico,0.0,0,Low
9620,54,Female,PhD,Widowed,76306.0,680.0,13462.0,Home,Self-employed,7,Excellent,0.4875383286439098,232605.0,1.0,Sandraport,VI,Iceland,4.0,2,Low
9623,62,Non-binary,PhD,Married,48368.0,770.0,35805.0,Home,Employed,7,Fair,0.3869192242667867,269633.0,1.0,Robleshaven,CT,Falkland Islands (Malvinas),4.0,0,Low
9627,62,Non-binary,Bachelor's,Single,112008.0,731.0,41680.0,Personal,Self-employed,5,Fair,0.5795647723927703,227183.0,0.0,West Alejandroview,MO,Cameroon,1.0,0,Low
9629,30,Male,Master's,Single,30745.0,719.0,6545.0,Home,Self-employed,18,Poor,0.3029808393547907,270477.0,1.0,West Jorge,NY,Martinique,0.0,2,Low
9630,34,Male,High School,Single,90478.0,719.0,26836.0,Home,Employed,15,Fair,0.2375276618078476,165745.0,1.0,West Wesleyview,MI,Jersey,0.0,1,Low
9633,43,Male,Bachelor's,Widowed,57479.0,630.0,25769.0,Personal,Unemployed,10,Good,0.1890606878669877,291599.0,1.0,Leslieshire,CO,Jersey,2.0,0,Low
9636,46,Male,High School,Single,72167.0,721.0,17756.0,Auto,Employed,11,Poor,0.2546021919454481,205746.0,4.0,Elliottport,PW,Angola,3.0,2,Low
9638,45,Female,High School,Divorced,107359.0,680.0,44811.0,Auto,Unemployed,2,Poor,0.5153729927529425,158652.0,4.0,Jacobsfurt,NH,Puerto Rico,4.0,1,High
9639,62,Male,Bachelor's,Single,76843.0,713.0,43923.0,Personal,Unemployed,10,Poor,0.5861781883540379,221169.0,1.0,Younghaven,KY,Yemen,4.0,0,Medium
9640,34,Male,Bachelor's,Married,65939.0,768.0,28847.0,Home,Unemployed,6,Excellent,0.1392741792501576,42149.0,1.0,Jacksontown,IN,Suriname,3.0,2,High
9642,24,Non-binary,Bachelor's,Divorced,44737.0,694.0,46699.0,Auto,Employed,14,Good,0.3762742459305764,193548.0,1.0,Montesburgh,IN,Dominican Republic,4.0,0,Medium
9643,36,Female,Master's,Divorced,43100.0,791.0,49327.0,Auto,Self-employed,2,Excellent,0.2066143269156692,114579.0,3.0,North Sarah,WV,Mauritius,0.0,1,Medium
9648,64,Non-binary,High School,Single,107204.0,755.0,47096.0,Home,Unemployed,7,Fair,0.4822692302875329,88201.0,2.0,Port Matthew,RI,Slovakia (Slovak Republic),4.0,1,High
9651,27,Male,PhD,Single,54229.0,709.0,18715.0,Auto,Employed,16,Good,0.2239176796651848,51750.0,1.0,Lucasborough,MH,Turkmenistan,4.0,2,Medium
9652,37,Non-binary,High School,Divorced,68426.0,672.0,9493.0,Auto,Unemployed,12,Good,0.502336069705396,68661.0,1.0,Campbellstad,MH,Algeria,0.0,2,Low
9653,19,Non-binary,High School,Widowed,81009.0,641.0,20060.0,Personal,Unemployed,5,Excellent,0.4205011451882225,162438.0,1.0,Smithton,GU,Albania,0.0,0,Low
9656,39,Male,High School,Single,101032.0,742.0,21720.0,Home,Unemployed,7,Poor,0.4350129157216742,205278.0,3.0,Madelineland,UT,Gabon,4.0,1,Low
9657,44,Male,Bachelor's,Widowed,31748.0,756.0,8696.0,Auto,Self-employed,11,Excellent,0.2575740337253859,223597.0,0.0,South Anthonybury,MA,Niue,4.0,1,Low
9660,36,Non-binary,High School,Widowed,34418.0,660.0,31794.0,Personal,Unemployed,2,Good,0.286307786993799,195164.0,0.0,Brianmouth,RI,Saint Pierre and Miquelon,0.0,2,Low
9663,23,Male,Master's,Divorced,24758.0,637.0,16368.0,Home,Employed,1,Poor,0.488987735264334,153692.0,4.0,Port Jenniferburgh,KS,Uganda,1.0,2,High
9666,54,Male,Bachelor's,Married,22202.0,718.0,16148.0,Auto,Unemployed,13,Excellent,0.3781653427174943,117680.0,1.0,Johnsonfort,VI,Honduras,3.0,0,Medium
9668,22,Non-binary,Bachelor's,Divorced,36265.0,611.0,10794.0,Home,Unemployed,3,Fair,0.5560974995581724,246255.0,1.0,Wrightmouth,MO,Saint Vincent and the Grenadines,3.0,2,Medium
9670,47,Female,Master's,Single,35846.0,660.0,26074.0,Business,Employed,2,Excellent,0.5916136417152951,122714.0,4.0,East Linda,OH,Paraguay,0.0,1,Low
9673,20,Non-binary,Master's,Divorced,76503.0,685.0,26946.0,Business,Self-employed,15,Fair,0.2417626725459926,156692.0,0.0,North Janice,VT,Slovenia,1.0,2,Low
9676,32,Male,High School,Single,26820.0,686.0,49281.0,Auto,Self-employed,19,Good,0.402636810922013,137413.0,1.0,Connerstad,ID,New Caledonia,3.0,1,Low
9677,66,Male,PhD,Single,96982.0,693.0,45599.0,Personal,Self-employed,13,Poor,0.5655617540845985,178458.0,1.0,Kathrynview,PR,Puerto Rico,4.0,0,Medium
9678,54,Non-binary,High School,Widowed,116951.0,639.0,25442.0,Personal,Employed,1,Excellent,0.5979627095474772,258582.0,3.0,Lake Kyle,MH,Bulgaria,3.0,1,Low
9681,26,Non-binary,High School,Single,71986.0,662.0,42312.0,Personal,Self-employed,19,Fair,0.3440959878784946,150192.0,3.0,Chandlertown,WI,Oman,2.0,0,Low
9682,60,Male,PhD,Widowed,71857.0,767.0,12868.0,Business,Employed,6,Poor,0.3061553709197101,211825.0,1.0,New Amy,MP,Andorra,4.0,1,Low
9683,19,Male,High School,Married,81344.0,795.0,13559.0,Auto,Self-employed,11,Good,0.3478363135982438,71995.0,0.0,Lake Adrianfort,MH,Mongolia,3.0,0,Low
9686,68,Male,PhD,Single,101288.0,740.0,29701.0,Home,Employed,9,Fair,0.2337261657680951,25495.0,4.0,Darrylfurt,GU,Ecuador,4.0,0,Low
9690,62,Female,PhD,Divorced,23405.0,611.0,12599.0,Business,Self-employed,15,Poor,0.5067158364066088,218050.0,1.0,West Ericfort,MH,New Zealand,2.0,2,Low
9691,46,Male,Bachelor's,Single,106298.0,608.0,9876.0,Business,Self-employed,0,Excellent,0.3674218838812284,34508.0,1.0,Jacksonview,PW,Sudan,1.0,2,Low
9692,67,Female,High School,Married,57203.0,645.0,21717.0,Business,Employed,10,Fair,0.1503520587336072,153491.0,3.0,West Melissa,TX,Ecuador,3.0,1,Medium
9695,28,Female,Bachelor's,Divorced,79273.0,713.0,20327.0,Auto,Unemployed,3,Excellent,0.4594377187682404,263450.0,0.0,Gomezbury,IN,Congo,2.0,0,Medium
9696,51,Male,High School,Divorced,82771.0,741.0,44815.0,Auto,Unemployed,16,Fair,0.5272016991592632,266210.0,3.0,Henrychester,SC,Niger,0.0,2,Medium
9701,26,Male,High School,Divorced,51514.0,687.0,26740.0,Home,Employed,10,Excellent,0.3029819144310194,74028.0,4.0,Michaelmouth,AR,Serbia,4.0,1,Low
9702,37,Male,PhD,Married,105513.0,651.0,13175.0,Auto,Employed,5,Fair,0.3598108171653617,297149.0,4.0,New Carrieland,AK,Poland,0.0,2,Low
9705,36,Male,Bachelor's,Married,45107.0,670.0,45721.0,Home,Unemployed,1,Fair,0.3279533854013049,64138.0,2.0,North Ryan,NE,Gibraltar,4.0,1,Low
9706,61,Non-binary,PhD,Divorced,63050.0,672.0,20637.0,Business,Unemployed,14,Poor,0.3002573321558183,165996.0,1.0,Rubentown,MD,Bulgaria,3.0,2,High
9709,18,Male,Bachelor's,Married,33536.0,613.0,23362.0,Home,Employed,15,Good,0.5194728441204935,143859.0,1.0,Janetberg,CT,Palestinian Territory,0.0,1,Low
9713,68,Non-binary,High School,Divorced,28699.0,752.0,24859.0,Auto,Unemployed,13,Excellent,0.4169735218757531,172344.0,0.0,Robertfurt,NJ,Malta,4.0,1,Low
9714,66,Non-binary,PhD,Married,116946.0,788.0,47890.0,Home,Employed,16,Good,0.2525501202945677,230246.0,1.0,North Carol,DE,Seychelles,1.0,2,Low
9715,65,Non-binary,Bachelor's,Married,43508.0,691.0,41881.0,Personal,Unemployed,10,Poor,0.3687978914654505,257012.0,1.0,New Victoria,IN,Oman,4.0,0,Low
9716,43,Non-binary,High School,Married,32170.0,715.0,6924.0,Personal,Self-employed,3,Fair,0.1415999510759658,184515.0,2.0,New Brittneyview,WV,Nicaragua,0.0,0,High
9718,24,Non-binary,Master's,Single,80438.0,708.0,9504.0,Business,Self-employed,8,Good,0.3646009746222928,129213.0,4.0,Guzmanfurt,WV,Morocco,0.0,1,Low
9722,56,Non-binary,Master's,Married,42744.0,648.0,31441.0,Auto,Employed,13,Fair,0.443538295516001,297901.0,0.0,Lake Steven,IL,Myanmar,2.0,1,High
9723,25,Male,Master's,Widowed,80639.0,736.0,36295.0,Personal,Self-employed,15,Poor,0.4887700114868889,194008.0,2.0,Port Jennifer,NH,Faroe Islands,1.0,0,Medium
9724,66,Female,PhD,Single,80598.0,688.0,15718.0,Business,Employed,10,Poor,0.5545086252148341,291737.0,0.0,New Brittneytown,FM,Azerbaijan,3.0,1,Medium
9725,36,Female,High School,Widowed,72784.0,761.0,28477.0,Personal,Unemployed,5,Poor,0.2339462324009441,219759.0,0.0,Jamesberg,CA,Zambia,4.0,1,Medium
9729,40,Male,High School,Widowed,118903.0,670.0,6148.0,Personal,Unemployed,12,Excellent,0.2265357221515606,122640.0,4.0,Vanessabury,WV,Tanzania,4.0,0,High
9732,66,Male,Master's,Single,56640.0,648.0,37752.0,Business,Employed,5,Fair,0.4620322752464336,122109.0,4.0,South Jacob,NV,Uzbekistan,0.0,0,Low
9733,30,Female,PhD,Divorced,76172.0,730.0,17519.0,Business,Unemployed,16,Good,0.351140951588727,297449.0,3.0,New Steven,CA,Venezuela,2.0,0,Low
9735,51,Female,High School,Single,44844.0,766.0,31607.0,Auto,Self-employed,6,Fair,0.4892241895918173,81940.0,0.0,North Kurt,MD,Eritrea,0.0,2,High
9741,41,Female,Master's,Divorced,76249.0,683.0,35807.0,Business,Employed,16,Good,0.5174810010360664,206269.0,2.0,Josephbury,IL,Portugal,4.0,1,Low
9743,63,Male,High School,Divorced,70000.0,751.0,37723.0,Business,Self-employed,13,Good,0.1216225208857242,140789.0,4.0,North Rick,PW,Liechtenstein,2.0,1,Medium
9747,61,Male,Bachelor's,Married,77773.0,656.0,26905.0,Auto,Unemployed,9,Good,0.5658355594080973,288851.0,1.0,North Taylor,ND,British Virgin Islands,0.0,1,High
9751,48,Female,High School,Single,91745.0,773.0,42853.0,Home,Unemployed,13,Fair,0.2492271193030689,110198.0,3.0,Deannaburgh,PA,Bosnia and Herzegovina,0.0,2,Low
9752,42,Non-binary,High School,Widowed,22696.0,682.0,16183.0,Personal,Unemployed,4,Excellent,0.5813673343004121,195318.0,3.0,Williamshaven,TX,Antarctica (the territory South of 60 deg S),2.0,1,Low
9753,39,Female,Bachelor's,Single,48259.0,633.0,22104.0,Home,Unemployed,16,Excellent,0.5770644110020238,136545.0,0.0,Jameston,UT,Taiwan,3.0,1,Medium
9756,29,Female,Bachelor's,Widowed,32420.0,764.0,5667.0,Auto,Employed,7,Fair,0.3292135252597077,209397.0,1.0,Shaneshire,MT,Bulgaria,1.0,2,Low
9758,61,Female,Bachelor's,Divorced,26103.0,638.0,43990.0,Personal,Self-employed,0,Excellent,0.5842324243440884,280897.0,3.0,Sotochester,OH,Angola,0.0,2,Low
9759,39,Non-binary,Master's,Single,58062.0,694.0,40010.0,Auto,Employed,10,Poor,0.3093259904519516,110027.0,0.0,Keyport,HI,Sierra Leone,1.0,1,Low
9760,61,Non-binary,Bachelor's,Married,75097.0,781.0,5947.0,Home,Self-employed,8,Excellent,0.355808535060682,174228.0,0.0,New Amy,PW,Cook Islands,2.0,2,Low
9761,54,Female,High School,Married,55547.0,649.0,23407.0,Personal,Unemployed,19,Good,0.5413386300347284,228802.0,4.0,Port Keithfort,WY,Wallis and Futuna,2.0,1,Medium
9763,56,Male,Bachelor's,Widowed,31675.0,618.0,32157.0,Home,Self-employed,9,Good,0.186155443133549,254286.0,0.0,Tateside,MD,Swaziland,2.0,1,Medium
9764,60,Female,High School,Divorced,118694.0,771.0,13924.0,Personal,Self-employed,14,Poor,0.5491267146852449,95128.0,3.0,Westberg,PR,Jamaica,4.0,1,Low
9765,63,Non-binary,Bachelor's,Married,45992.0,619.0,28206.0,Home,Self-employed,0,Excellent,0.5552153757078102,174995.0,1.0,Port Samantha,OH,Chile,1.0,0,Low
9770,66,Male,High School,Widowed,66073.0,718.0,25420.0,Personal,Employed,6,Excellent,0.5175432281640292,103198.0,3.0,Lake Kristyview,OK,Turks and Caicos Islands,0.0,0,Low
9773,20,Non-binary,Bachelor's,Widowed,105379.0,659.0,42524.0,Personal,Employed,10,Poor,0.5367264724989976,297875.0,0.0,New Paulchester,NH,Sudan,4.0,1,Low
9774,20,Non-binary,Bachelor's,Widowed,26486.0,670.0,40685.0,Personal,Self-employed,13,Poor,0.2596085764573796,262896.0,2.0,Foxchester,VI,Bosnia and Herzegovina,4.0,0,High
9776,53,Female,Bachelor's,Widowed,80797.0,765.0,49654.0,Home,Unemployed,6,Poor,0.347470500105959,156269.0,2.0,Johnsonberg,MO,Hong Kong,1.0,1,Low
9779,51,Female,PhD,Married,72510.0,645.0,9662.0,Business,Employed,15,Poor,0.3697815594385484,115988.0,1.0,Port Kimberly,MD,Israel,0.0,1,Medium
9781,56,Non-binary,High School,Widowed,118622.0,745.0,5847.0,Business,Unemployed,10,Good,0.5858495609891827,181634.0,2.0,Port Johntown,SC,Norfolk Island,4.0,1,Low
9782,65,Non-binary,Bachelor's,Widowed,45110.0,746.0,22151.0,Personal,Employed,6,Excellent,0.151646496871243,285373.0,0.0,Kaisertown,MO,North Macedonia,0.0,2,Medium
9783,26,Male,PhD,Widowed,23907.0,680.0,47980.0,Auto,Unemployed,1,Excellent,0.2251043007281399,299539.0,0.0,Michaelberg,WY,Congo,3.0,2,Low
9785,63,Female,Bachelor's,Married,64608.0,657.0,25089.0,Home,Unemployed,0,Excellent,0.3256675616202397,114575.0,2.0,Port Michael,SD,Lesotho,1.0,2,Low
9786,26,Male,High School,Divorced,35688.0,606.0,6468.0,Business,Self-employed,15,Excellent,0.444113439403866,55130.0,3.0,Brianabury,MP,South Georgia and the South Sandwich Islands,2.0,2,Medium
9787,23,Non-binary,Bachelor's,Divorced,96023.0,739.0,47666.0,Personal,Unemployed,1,Poor,0.2149030445107062,47326.0,3.0,North Brookeshire,TN,Mayotte,0.0,2,Low
9788,45,Male,PhD,Single,114154.0,760.0,17924.0,Personal,Self-employed,2,Poor,0.3258253325144506,263303.0,0.0,South Nicholas,MS,Namibia,0.0,2,Low
9789,53,Non-binary,Master's,Single,40249.0,777.0,30061.0,Business,Self-employed,11,Fair,0.2172876670671421,189550.0,1.0,Port Tonimouth,LA,Andorra,1.0,0,Medium
9790,44,Non-binary,High School,Divorced,68648.0,659.0,44927.0,Business,Employed,1,Good,0.3738582274925104,84864.0,0.0,Jayland,ND,Pakistan,4.0,1,Low
9793,33,Male,Bachelor's,Married,119490.0,638.0,7702.0,Business,Self-employed,4,Excellent,0.1464642374081227,128562.0,1.0,Paulfort,MO,Austria,3.0,1,Medium
9794,30,Female,Master's,Widowed,45476.0,766.0,8442.0,Home,Employed,19,Good,0.1475527295080333,192314.0,4.0,Lake Edwin,TX,Reunion,2.0,1,Low
9796,45,Male,PhD,Married,91791.0,648.0,16476.0,Home,Employed,19,Excellent,0.2308417234589611,142379.0,3.0,Adrienneland,WV,United Kingdom,2.0,0,Low
9797,29,Non-binary,PhD,Widowed,66111.0,687.0,37860.0,Personal,Self-employed,4,Good,0.2739983760118462,280554.0,0.0,Lake Timothy,FM,Rwanda,4.0,0,Low
9798,43,Non-binary,High School,Divorced,90917.0,611.0,20890.0,Personal,Self-employed,6,Fair,0.4483287223376803,158410.0,0.0,Port Christine,AL,Togo,2.0,1,Low
9799,52,Non-binary,Bachelor's,Widowed,52956.0,792.0,10113.0,Personal,Employed,6,Fair,0.3097213039528412,108527.0,4.0,Priceville,NY,Oman,2.0,2,High
9805,66,Female,PhD,Married,114231.0,739.0,5908.0,Home,Employed,12,Excellent,0.2373606892126493,107075.0,3.0,New Michelle,MN,Afghanistan,0.0,1,Low
9810,51,Female,High School,Divorced,36802.0,649.0,27546.0,Personal,Unemployed,18,Good,0.5380925913023967,127908.0,2.0,East Michael,NC,United States of America,2.0,0,Medium
9811,61,Female,PhD,Single,91677.0,676.0,9489.0,Home,Unemployed,13,Excellent,0.5605070553820652,187064.0,0.0,South Jason,NY,Antigua and Barbuda,3.0,0,Low
9813,29,Non-binary,Master's,Widowed,30051.0,740.0,43075.0,Business,Employed,6,Good,0.4598547494225984,113572.0,0.0,Davidchester,FL,Saudi Arabia,4.0,0,Low
9816,24,Female,High School,Divorced,79630.0,611.0,22802.0,Business,Self-employed,0,Good,0.5402141162227326,268822.0,3.0,Ashleymouth,ME,Antarctica (the territory South of 60 deg S),4.0,2,Low
9817,55,Non-binary,PhD,Widowed,21436.0,645.0,39449.0,Auto,Employed,1,Good,0.3435428177261622,242472.0,1.0,Mitchellfort,PR,Tokelau,0.0,0,Low
9818,48,Female,Master's,Married,47032.0,607.0,7472.0,Auto,Self-employed,15,Good,0.1466053449313179,92708.0,1.0,Lake Donald,AS,Morocco,4.0,2,Low
9822,60,Male,Bachelor's,Divorced,45617.0,711.0,36114.0,Personal,Self-employed,5,Poor,0.3045443029734472,23541.0,0.0,Port Chris,LA,United Kingdom,3.0,1,High
9828,53,Non-binary,Master's,Widowed,104715.0,713.0,23421.0,Personal,Employed,19,Poor,0.1843250961735127,121402.0,3.0,Johnsonview,IN,Sri Lanka,1.0,1,Low
9830,59,Non-binary,Bachelor's,Single,22422.0,772.0,23057.0,Auto,Employed,17,Excellent,0.155192797329259,265869.0,4.0,Millerborough,UT,Swaziland,2.0,1,High
9832,28,Male,Bachelor's,Divorced,55085.0,658.0,39649.0,Personal,Self-employed,1,Fair,0.4977146658352923,124625.0,3.0,Port Amanda,AK,United Kingdom,0.0,2,Low
9834,56,Non-binary,Master's,Single,64706.0,709.0,5009.0,Auto,Unemployed,1,Fair,0.5746184064679564,105387.0,0.0,Millerport,MI,Sudan,4.0,0,Low
9835,21,Non-binary,High School,Single,86224.0,719.0,25048.0,Personal,Self-employed,1,Fair,0.3788454181301008,143227.0,1.0,Reyesfort,AR,Dominica,0.0,0,Medium
9836,59,Non-binary,High School,Divorced,33790.0,658.0,40582.0,Auto,Self-employed,15,Good,0.300742284655925,156619.0,0.0,Clarkestad,MO,Luxembourg,4.0,1,High
9840,64,Female,High School,Divorced,108301.0,673.0,15557.0,Business,Unemployed,9,Good,0.2244008563286957,94255.0,3.0,Ashleyview,KY,Syrian Arab Republic,4.0,2,Low
9844,33,Male,Bachelor's,Single,105348.0,761.0,5939.0,Personal,Unemployed,12,Fair,0.3043053648962532,161616.0,4.0,Mariahland,WA,Mauritius,0.0,1,Medium
9847,41,Non-binary,PhD,Divorced,65099.0,723.0,11428.0,Home,Unemployed,7,Fair,0.5056359686429327,162721.0,1.0,South Troyport,KS,Antigua and Barbuda,3.0,0,Medium
9850,57,Female,Bachelor's,Divorced,94642.0,682.0,30047.0,Personal,Self-employed,19,Excellent,0.2195274499535085,136804.0,3.0,Port Sherriburgh,MT,Egypt,4.0,2,Low
9851,46,Female,High School,Single,43636.0,761.0,13061.0,Auto,Self-employed,18,Fair,0.1393239927263756,254658.0,1.0,Lopezfort,AZ,Libyan Arab Jamahiriya,2.0,1,Low
9852,54,Non-binary,PhD,Divorced,113899.0,793.0,45478.0,Auto,Employed,15,Poor,0.2916346134565674,39295.0,0.0,West Meganside,FL,Venezuela,3.0,0,Low
9854,22,Male,Master's,Widowed,60131.0,726.0,21296.0,Home,Employed,6,Poor,0.4771971201015976,168264.0,1.0,North Philipburgh,MD,Kuwait,0.0,0,Medium
9856,33,Male,Master's,Widowed,37383.0,680.0,29107.0,Home,Employed,14,Fair,0.1078205867581199,136749.0,0.0,Cathyport,DE,Benin,1.0,1,Medium
9857,24,Non-binary,High School,Married,67820.0,760.0,31507.0,Home,Unemployed,12,Poor,0.2176018067166534,45143.0,2.0,Carrollhaven,CT,Palestinian Territory,4.0,1,Medium
9858,65,Non-binary,Master's,Widowed,35050.0,689.0,5879.0,Business,Unemployed,11,Fair,0.3776889919147397,114449.0,1.0,East Douglastown,IL,Pakistan,0.0,0,Medium
9859,41,Non-binary,Master's,Divorced,25171.0,675.0,23626.0,Home,Employed,10,Poor,0.3859311565593536,29740.0,2.0,Blakeside,FL,Iran,3.0,1,Low
9860,44,Female,Master's,Widowed,66129.0,734.0,27871.0,Home,Employed,7,Fair,0.3286075707804176,101314.0,4.0,Port David,PA,Cameroon,2.0,0,High
9861,19,Female,Master's,Widowed,95829.0,672.0,8034.0,Business,Employed,10,Excellent,0.3126245212470636,76987.0,1.0,Robertstown,MS,Iraq,0.0,0,Low
9865,46,Male,Master's,Divorced,112081.0,672.0,23984.0,Home,Unemployed,12,Poor,0.2160153119226759,160739.0,2.0,Brooksfurt,NC,Serbia,0.0,2,High
9869,47,Male,PhD,Divorced,114791.0,723.0,18064.0,Home,Unemployed,11,Fair,0.5581206555804112,40950.0,0.0,Hallborough,MS,Bosnia and Herzegovina,3.0,1,Low
9870,56,Female,Master's,Married,26092.0,789.0,13678.0,Personal,Self-employed,0,Fair,0.1988383089459375,157039.0,0.0,Jonesside,AZ,Trinidad and Tobago,4.0,0,Low
9873,63,Female,PhD,Divorced,71009.0,647.0,21094.0,Auto,Self-employed,2,Good,0.1255020741937247,104696.0,1.0,North Kimshire,FM,Lebanon,0.0,0,Medium
9874,43,Male,High School,Single,117942.0,799.0,35518.0,Business,Self-employed,1,Excellent,0.3021938309567517,148661.0,4.0,South Valerieshire,NE,United States Minor Outlying Islands,0.0,1,High
